Time,Event,EventTime,U,Beta,G1_1,G1_2,G1_3,X1_1,X1_2,x1_3,XX1,SS,gg1,z1,chi,Normalized chi
0.4,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.41,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.42,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.43,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.44,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.45,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.46,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.47,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.48,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.49,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.5,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.51,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.52,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.53,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.54,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.55,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.56,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.57,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.58,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.59,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.6,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.61,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.62,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.63,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.64,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.65,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
0.66,NaN,NaN,0,0,0,0,0,1,-1,0.5,552588212.520219,0,1315686220.28623,0,360.122114009775,0.00183854800958992
